"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Praxis+f%C3%BCr+KLEINTIER+-+KARDIOLOGIE+-+Dr.+Nicole+Sameluck+-+VetECHO/data=!4m7!3m6!1s0x47b187ce035f483f:0x29dbd224328612c5!8m2!3d53.6332653!4d9.9542786!16s%2Fg%2F11b5wqgxty!19sChIJP0hfA86HsUcRxRKGMiTS2yk?authuser=0&hl=en&rclk=1","Praxis für KLEINTIER - KARDIOLOGIE - Dr. Nicole Sameluck - VetECHO","4.5","(15)","Veterinarian","·","·","Krähenweg 5","Closes soon","· 6 pm · Opens 9 am Fri","040 55260814","http://vetecho.de/","","Website","","Directions","","·","","","",""
"https://www.google.com/maps/place/Dr.+Fenske+Tierarztpraxis+Hamburg+Bergedorf+f%C3%BCr+Kleintiere+und+V%C3%B6gel/data=!4m7!3m6!1s0x47b1f2879587b4a7:0x3fbd7fe2e7f21bca!8m2!3d53.510702!4d10.1841233!16s%2Fg%2F1tfbb6dk!19sChIJp7SHlYfysUcRyhvy5-J_vT8?authuser=0&hl=en&rclk=1","Dr. Fenske Tierarztpraxis Hamburg Bergedorf für Kleintiere und Vögel","4.8","(622)","Veterinarian","·","·","Osterrade 36a","Closes soon","· 6 pm · Opens 9 am Fri","040 72104040","https://www.tierarztbergedorf.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Special thanks to Dr. Jana Reuter ❤️""","",""
"https://www.google.com/maps/place/Dr.+med.+vet.+Jens+Freund/data=!4m7!3m6!1s0x47b185b4b01de4d9:0x18a28c1db3d497f5!8m2!3d53.5627249!4d9.884227!16s%2Fg%2F1tj2mj23!19sChIJ2eQdsLSFsUcR9ZfUsx2Mohg?authuser=0&hl=en&rclk=1","Dr. med. vet. Jens Freund","4.8","(310)","Veterinarian","·","·","Cranachstraße 68","Open","· Closes 7 pm","040 8907969","http://www.tierarzt-drfreund.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Freund and his staff are so wonderful!""","",""
"https://www.google.com/maps/place/Tier%C3%A4rztekammer+Hamburg/data=!4m7!3m6!1s0x47b18f41eaed4165:0x31639ab6aaded73e!8m2!3d53.561729!4d9.9679142!16s%2Fg%2F1trvkh94!19sChIJZUHt6kGPsUcRPtfeqraaYzE?authuser=0&hl=en&rclk=1","Tierärztekammer Hamburg","1.6","(14)","Emergency veterinarian service","·","Sternstraße 106","·","Closed","· Opens 10 am Tue","040 4391623","https://www.tieraerztekammer-hamburg.de/","","Website","","Directions","","","","","",""
"https://www.google.com/maps/place/Nottierarzt+Hamburg+Eilbek/data=!4m7!3m6!1s0x47b18fc3e61cc25f:0x53075d0d2b171d80!8m2!3d53.568978!4d10.0428636!16s%2Fg%2F11svwd65q5!19sChIJX8Ic5sOPsUcRgB0XKw1dB1M?authuser=0&hl=en&rclk=1","Nottierarzt Hamburg Eilbek","2.4","(8)","Emergency veterinarian service","·","Wagnerstraße 107","·","Closed","· Opens 4 pm Sat","0177 5552772","http://nottierarzt-hamburg.de/","","Website","","Directions","","","","","",""
"https://www.google.com/maps/place/Kleintierpraxis+D.+Kauffmann/data=!4m7!3m6!1s0x47b18ed5a8ce0c5d:0x652d8a7efae96944!8m2!3d53.5701755!4d10.0174267!16s%2Fg%2F1tdn_j3y!19sChIJXQzOqNWOsUcRRGnp-n6KLWU?authuser=0&hl=en&rclk=1","Kleintierpraxis D. Kauffmann","4.7","(387)","Veterinarian","·","·","Hofweg 22","Closed","· Opens 10 am Mon","040 221771","http://www.tierarzt-uhlenhorst.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Both doctor and crew very kind, and willing to help.""","",""
"https://www.google.com/maps/place/Tierarztpraxis+ElbVet+Hamburg/data=!4m7!3m6!1s0x47b1856fe7d43e95:0x6934c6336fc69d77!8m2!3d53.56439!4d9.91812!16s%2Fg%2F11h0zbm_6t!19sChIJlT7U52-FsUcRd53GbzPGNGk?authuser=0&hl=en&rclk=1","Tierarztpraxis ElbVet Hamburg","4.2","(174)","Veterinarian","·","·","Bahrenfelder Chaussee 4","Closed","· Opens 9 am Thu","040 85415777","https://www.elbvet-hamburg.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","vet","was friendly, experienced, and could communicate well in English."""
"https://www.google.com/maps/place/Rex+Tierarztpraxis+Hamburg-Ottensen/data=!4m7!3m6!1s0x47b185264a353d5f:0x127a984b818dc9d!8m2!3d53.5539784!4d9.9280383!16s%2Fg%2F11y648jhsc!19sChIJXz01SiaFsUcRndwYuISpJwE?authuser=0&hl=en&rclk=1","Rex Tierarztpraxis Hamburg-Ottensen","4.8","(209)","Veterinarian","·","Friedensallee 1","·","Closed","· Opens 9 am Sat","040 87405639","https://www.rex.app/praxen/hamburg-ottensen","","Website","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very professional and competent","vet","."""
"https://www.google.com/maps/place/Tierarztpraxis+Hamburg+Horn/data=!4m7!3m6!1s0x47b18c142f38083b:0xc514bf43aa2554ca!8m2!3d53.5538621!4d10.0863753!16s%2Fg%2F11gjmsb_hh!19sChIJOwg4LxSMsUcRylQlqkO_FMU?authuser=0&hl=en&rclk=1","Tierarztpraxis Hamburg Horn","4.3","(15)","Veterinarian","·","Rennbahnstraße 30c","","","","040 6554649","https://www.tierarzt-hamburg-horn.de/kontakt.html","","Website","","Directions","","","","","",""
"https://www.google.com/maps/place/Dr.+med.+vet.+Fabian+von+Manteuffel/data=!4m7!3m6!1s0x47b1895d9e0164a3:0x31017aefc542e55d!8m2!3d53.5950214!4d10.0651161!16s%2Fg%2F1v_z3d0t!19sChIJo2QBnl2JsUcRXeVCxe96ATE?authuser=0&hl=en&rclk=1","Dr. med. vet. Fabian von Manteuffel","4.7","(368)","Veterinarian","·","·","Hülsdornweg 24","Closes soon","· 6 pm · Opens 8 am Fri","040 6416667","http://www.tierdoc.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wonderful, caring,","English-speaking","doctor."""
"https://www.google.com/maps/place/Reischmann+%26+Hirschberger+Veterinarians/data=!4m7!3m6!1s0x47b2207590531b45:0x360e0f496b70c601!8m2!3d53.6522456!4d10.1836462!16s%2Fg%2F1tkf00b9!19sChIJRRtTkHUgskcRAcZwa0kPDjY?authuser=0&hl=en&rclk=1","Reischmann & Hirschberger Veterinarians","4.7","(95)","Veterinarian","·","·","Buchenring 55","Closes soon","· 6 pm · Opens 10 am Fri","040 60951900","https://www.tieraerztinnen-volksdorf.de/","","Website","","Directions","","·","","","",""
"https://www.google.com/maps/place/Rex+Tierarztpraxis+Hamburg-Winterhude/data=!4m7!3m6!1s0x47b189d8c498aaf7:0x8b96a68cc7211f7e!8m2!3d53.5942753!4d9.9987207!16s%2Fg%2F11w9bqfmb2!19sChIJ96qYxNiJsUcRfh8hx4ymlos?authuser=0&hl=en&rclk=1","Rex Tierarztpraxis Hamburg-Winterhude","4.8","(192)","Veterinarian","·","Winterhuder Marktpl. 1","·","Closed","· Opens 9 am Sat","040 87406883","https://www.rex.app/praxen/hamburg-winterhude","","Website","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Highly recommend!""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+von+Marnitz+GmbH,+Holsteiner+Chaussee/data=!4m7!3m6!1s0x47b18655204e5b39:0x8864116fa18a9a8b!8m2!3d53.6116731!4d9.9056929!16s%2Fg%2F11btwvjgn5!19sChIJOVtOIFWGsUcRi5qKoW8RZIg?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. von Marnitz GmbH, Holsteiner Chaussee","4.5","(256)","Veterinarian","·","·","Holsteiner Chaussee 38","Open","· Closes 8 pm","040 5709005","https://www.von-marnitz.de/","","Website","","Directions","","·","","","",""
"https://www.google.com/maps/place/Tierarztpraxis+Ottensen/data=!4m7!3m6!1s0x47b18590c5644753:0x4996be8c00a0a5c2!8m2!3d53.5554774!4d9.9209326!16s%2Fg%2F1td57p0f!19sChIJU0dkxZCFsUcRwqWgAIy-lkk?authuser=0&hl=en&rclk=1","Tierarztpraxis Ottensen","4.6","(215)","Veterinarian","·","·","Große Brunnenstraße 139","Open","· Closes 7:30 pm","040 393029","http://www.tierarztpraxis-ottensen.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super expert Doc and very kind staff.""","",""
"https://www.google.com/maps/place/Veterinary+practice+Fuhlsb%C3%BCttel+Nord/data=!4m7!3m6!1s0x47b1884c0f8f4025:0x37a447569b5df391!8m2!3d53.6404111!4d10.0189209!16s%2Fg%2F1wrtbxrc!19sChIJJUCPD0yIsUcRkfNdm1ZHpDc?authuser=0&hl=en&rclk=1","Veterinary practice Fuhlsbüttel Nord","4.7","(207)","Veterinarian","·","·","Flughafenstr. 81","Open","· Closes 7 pm","040 5535702","http://www.tierarzt-langenhorn.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very professional and helpful.""","",""
"https://www.google.com/maps/place/AniCura+Hamburg+Niendorf+GmbH/data=!4m7!3m6!1s0x47b187d708080557:0x94d116b949621e6!8m2!3d53.6387008!4d9.9699341!16s%2Fg%2F1tj44zdj!19sChIJVwUICNeHsUcR5iGWlGsRTQk?authuser=0&hl=en&rclk=1","AniCura Hamburg Niendorf GmbH","4.6","(509)","Veterinarian","·","·","Garstedter Weg 274","Closed","· Opens 10 am Sat","040 55204088","https://www.anicura.de/standorte/hamburg-niendorf/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Everyone is fluent in","English","and were very helpful"""
"https://www.google.com/maps/place/Tierarztpraxis+am+Millerntor+-+Karen+Voelkel/data=!4m7!3m6!1s0x47b18f6c3e7cf873:0x48cf6329c4789b55!8m2!3d53.5537665!4d9.9648394!16s%2Fg%2F1tfrftzn!19sChIJc_h8PmyPsUcRVZt4xCljz0g?authuser=0&hl=en&rclk=1","Tierarztpraxis am Millerntor - Karen Voelkel","3.8","(183)","Veterinarian","·","·","Budapester Str. 31","Closed","· Opens 12 pm Mon","040 434001","http://www.tierarztpraxis-am-millerntor.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great service""","",""
"https://www.google.com/maps/place/Westphalen+St.+Dr.med.vet./data=!4m7!3m6!1s0x4163bb5acfbfebe9:0x4cae056c491f36c9!8m2!3d53.5787884!4d10.030583!16s%2Fg%2F11b6hzqsjn!19sChIJ6eu_z1q7Y0ERyTYfSWwFrkw?authuser=0&hl=en&rclk=1","Westphalen St. Dr.med.vet.","4.8","(355)","Veterinarian","·","Beethovenstraße 62","·","Closed","· Opens 8 am Fri","040 297122","http://www.tierarzt-beethovenstrasse.de/","","Website","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Höffliches Personal""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Dr.+Imke+Tammena/data=!4m7!3m6!1s0x47b18a0993ad1951:0x1e04dcdc50b2affa!8m2!3d53.6552485!4d10.1206473!16s%2Fg%2F1td3qjyd!19sChIJURmtkwmKsUcR-q-yUNzcBB4?authuser=0&hl=en&rclk=1","Tierarztpraxis Dr. Imke Tammena","4.9","(121)","Veterinarian","·","·","Waldweg 42","Closes soon","· 6 pm · Opens 10 am Fri","040 6016051","http://www.tierarztpraxis-sasel.de/","","Website","","Directions","","·","","","",""
"https://www.google.com/maps/place/Dr.med.vet.+Bergit+Gr%C3%BCnau/data=!4m7!3m6!1s0x4163bb44032df797:0x4350be5527879692!8m2!3d53.5836!4d10.0071901!16s%2Fg%2F1tdwc_c5!19sChIJl_ctA0S7Y0ERkpaHJ1W-UEM?authuser=0&hl=en&rclk=1","Dr.med.vet. Bergit Grünau","4.9","(111)","Veterinarian","·","·","Dorotheenstraße 63","Closes soon","· 6 pm · Opens 9 am Fri","040 482844","","","Directions","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Speaks","English","is a bonus"""
"https://www.google.com/maps/place/Kleintierpraxis+Dr.+Ulrike+Ewe/data=!4m7!3m6!1s0x47b1f287eaa03c7b:0x3011f3f69a88c34e!8m2!3d53.4841301!4d10.2139476!16s%2Fg%2F11c54b4jb9!19sChIJezyg6ofysUcRTsOImvbzETA?authuser=0&hl=en&rclk=1","Kleintierpraxis Dr. Ulrike Ewe","4.7","(337)","Veterinarian","·","·","WILLY ECKERMANN HAUS, Brookdeich 14","Closes soon","· 6 pm · Opens 9 am Fri","040 7215010","https://www.bergedorf-tierarzt.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""prices looks better compare to other pet clinics around.""","",""
"https://www.google.com/maps/place/Veterinarian+Dr.+Eva+Tutlies/data=!4m7!3m6!1s0x47b18c5cbe959d51:0xf8ccb18bf1a99393!8m2!3d53.5444343!4d10.1047443!16s%2Fg%2F1vxcvgkk!19sChIJUZ2VvlyMsUcRk5Op8YuxzPg?authuser=0&hl=en&rclk=1","Veterinarian Dr. Eva Tutlies","4.7","(738)","Veterinarian","·","·","Schiffbeker Weg 46","Closed","· Opens 9:30 am Mon","040 7313231","http://www.kleintierpraxis-tutlies.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","English","was very good which I really appreciated and good value."""
"https://www.google.com/maps/place/Tierarztpraxis+am+Millerntor+Voelkel/data=!4m7!3m6!1s0x47b18f6c3e43e9eb:0x2c0757b67b64e246!8m2!3d53.5537481!4d9.96479!16s%2Fg%2F11dxbmp1v0!19sChIJ6-lDPmyPsUcRRuJke7ZXByw?authuser=0&hl=en&rclk=1","Tierarztpraxis am Millerntor Voelkel","3.0","(4)","Veterinarian","·","Budapester Str. 31","","","","040 434001","http://www.tierarztpraxis-am-millerntor.de/","","Website","","Directions","","","","","",""
"https://www.google.com/maps/place/Hamburger+Tierschutzverein+von+1841+e.+V./data=!4m7!3m6!1s0x47b18c2410d19923:0x57ff1b698ac5ed8b!8m2!3d53.5461771!4d10.066284!16s%2Fg%2F1tgc8l2q!19sChIJI5nRECSMsUcRi-3Fimkb_1c?authuser=0&hl=en&rclk=1","Hamburger Tierschutzverein von 1841 e. V.","4.0","(1,726)","Animal shelter","·","·","Neue Süderstraße 25","Closed","· Opens 9:30 am Sun","040 2111060","http://www.hamburger-tierschutzverein.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Compassionate people doing great work.""","",""
"https://www.google.com/maps/place/Kleintierpraxis+Niendorf/data=!4m7!3m6!1s0x47b187ce035f483f:0x7faa0d2eadd706b!8m2!3d53.6332653!4d9.9542786!16s%2Fg%2F119txd624!19sChIJP0hfA86HsUcRa3Dd6tKg-gc?authuser=0&hl=en&rclk=1","Kleintierpraxis Niendorf","4.4","(120)","Veterinarian","·","·","Krähenweg 5","Closes soon","· 6 pm · Opens 9 am Fri","040 5524510","http://www.kleintierpraxis-niendorf.de/","","Website","","Directions","","·","","","",""
"https://www.google.com/maps/place/Franziskus-Tierheim/data=!4m7!3m6!1s0x47b1861a972214a3:0x2aee3e58b1b567d9!8m2!3d53.5969673!4d9.9426645!16s%2Fg%2F1tf6__bb!19sChIJoxQilxqGsUcR2We1sVg-7io?authuser=0&hl=en&rclk=1","Franziskus-Tierheim","4.0","(661)","Animal shelter","·","·","Lokstedter Grenzstraße 7","Closes soon","· 5:30 pm · Opens 3 pm Fri","040 5894615","http://www.franziskustierheim.de/","","Website","","Directions","","·","","","",""
"https://www.google.com/maps/place/Tierarztpraxis+Barsb%C3%BCttel/data=!4m7!3m6!1s0x47b18b53877e0797:0x4167ccbd1a2a1b16!8m2!3d53.5694025!4d10.1838473!16s%2Fg%2F1tdl9s77!19sChIJlwd-h1OLsUcRFhsqGr3MZ0E?authuser=0&hl=en&rclk=1","Tierarztpraxis Barsbüttel","4.7","(294)","Veterinarian","·","·","Willinghusener Landstraße 57","Closed","· Opens 10 am Sat","040 6704048","https://www.tierarztpraxis-barsbuettel.de/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are very friendly and really treat your animals with care and love.""","",""
"https://www.google.com/maps/place/Tierarztpraxis+Simon/data=!4m7!3m6!1s0x47b18babb133b0a9:0x8790e5e344ef6544!8m2!3d53.6115286!4d10.1537557!16s%2Fg%2F1vxcvgkb!19sChIJqbAzsauLsUcRRGXvROPlkIc?authuser=0&hl=en&rclk=1","Tierarztpraxis Simon","4.6","(194)","Veterinarian","·","·","Bargteheider Str. 156","Closed","","040 64860711","https://www.simon.hamburg/","","Website","","Directions","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good doctor.""","",""
"https://www.google.com/maps/place/Hund+%26+Katze/data=!4m7!3m6!1s0x47b1892ae99bbf6b:0x5a0ec98d64b26843!8m2!3d53.5873368!4d10.0047018!16s%2Fg%2F1tkqz9kn!19sChIJa7-b6SqJsUcRQ2iyZI3JDlo?authuser=0&hl=en&rclk=1","Hund & Katze","4.8","(155)","Pet supply store","·","·","Dorotheenstraße 113","Closed","· Opens 10 am Sat","040 2704579","https://www.hund-katze.de/","","Website","","Directions","","·","","In-store shopping","In-store pick-up","Delivery"
"https://www.google.com/maps/place/ProPferd+Hamburg+Pferdeosteopathie+%26+mobiler+Reitunterricht/data=!4m7!3m6!1s0x47b221d25b30a6ad:0x1a28ddd2d52cdb24!8m2!3d51.175807!4d10.4541194!16s%2Fg%2F11h4_f7hsh!19sChIJraYwW9IhskcRJNss1dLdKBo?authuser=0&hl=en&rclk=1","ProPferd Hamburg Pferdeosteopathie & mobiler Reitunterricht","5.0","(18)","Horse trainer","","","","","","0174 4929182","http://www.propferdhamburg.com/","","Website","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fantastic service and","English speaking","too."""
"","","","","","","","","","","","","","","","","","","","","",""